date,account_value,fold,split
2012-01-31,10000.0,fold1,val
2012-02-01,10038.709607788087,fold1,val
2012-02-02,10049.55757687378,fold1,val
2012-02-03,10189.057622650147,fold1,val
2012-02-06,10182.30789730835,fold1,val
2012-02-07,10207.807622650147,fold1,val
2012-02-08,10237.808309295655,fold1,val
2012-02-09,10250.558171966553,fold1,val
2012-02-10,10175.558171966553,fold1,val
2012-02-13,10250.558171966553,fold1,val
2012-02-14,10237.808309295655,fold1,val
2012-02-15,10190.557943084717,fold1,val
2012-02-16,10302.308355072022,fold1,val
2012-02-17,10329.30840084839,fold1,val
2012-02-21,10333.80821774292,fold1,val
2012-02-22,10300.808034637452,fold1,val
2012-02-23,10345.808492401124,fold1,val
2012-02-24,10368.30757687378,fold1,val
2012-02-27,10385.55840084839,fold1,val
2012-02-28,10415.557943084717,fold1,val
2012-02-29,10375.058446624756,fold1,val
2012-03-01,10428.307805755616,fold1,val
2012-03-02,10396.807943084717,fold1,val
2012-03-05,10354.808126190186,fold1,val
2012-03-06,10204.808126190186,fold1,val
2012-03-07,10275.308309295655,fold1,val
2012-03-08,10376.557622650147,fold1,val
2012-03-09,10416.308675506592,fold1,val
2012-03-12,10417.058263519288,fold1,val
2012-03-13,10603.057943084717,fold1,val
2012-03-14,10591.80840084839,fold1,val
2012-03-15,10652.55821774292,fold1,val
2012-03-16,10621.058355072022,fold1,val
2012-03-19,10662.308583953858,fold1,val
2012-03-20,10631.558309295655,fold1,val
2012-03-21,10614.308629730225,fold1,val
2012-03-22,10538.55789730835,fold1,val
2012-03-23,10572.307668426514,fold1,val
2012-03-26,10719.308171966553,fold1,val
2012-03-27,10686.307988861085,fold1,val
2012-03-28,10633.80821774292,fold1,val
2012-03-29,10615.807805755616,fold1,val
2012-03-30,10659.307943084717,fold1,val
2012-04-02,10736.557851531983,fold1,val
2012-04-03,10693.057714202881,fold1,val
2012-04-04,10588.058171966553,fold1,val
2012-04-05,10582.807622650147,fold1,val
2012-04-09,10465.05821774292,fold1,val
2012-04-10,10291.057668426514,fold1,val
2012-04-11,10373.558126190186,fold1,val
2012-04-12,10507.807622650147,fold1,val
2012-04-13,10384.058080413819,fold1,val
2012-04-16,10377.308355072022,fold1,val
2012-04-17,10529.558263519288,fold1,val
2012-04-18,10494.308171966553,fold1,val
2012-04-19,10427.55821774292,fold1,val
2012-04-20,10444.80789730835,fold1,val
2012-04-23,10357.807622650147,fold1,val
2012-04-24,10396.807943084717,fold1,val
2012-04-25,10537.808309295655,fold1,val
2012-04-26,10610.55840084839,fold1,val
2012-04-27,10627.808080413819,fold1,val
2012-04-30,10588.807759979249,fold1,val
2012-05-01,10654.05853817749,fold1,val
2012-05-02,10622.558675506592,fold1,val
2012-05-03,10542.308126190186,fold1,val
2012-05-04,10373.558126190186,fold1,val
2012-05-07,10381.058583953858,fold1,val
2012-05-08,10339.808355072022,fold1,val
2012-05-09,10279.05853817749,fold1,val
2012-05-10,10300.058446624756,fold1,val
2012-05-11,10269.308171966553,fold1,val
2012-05-14,10156.808171966553,fold1,val
2012-05-15,10099.057851531983,fold1,val
2012-05-16,10060.808263519288,fold1,val
2012-05-17,9913.058171966553,fold1,val
2012-05-18,9829.05853817749,fold1,val
2012-05-21,9996.30821774292,fold1,val
2012-05-22,10013.55789730835,fold1,val
2012-05-23,10018.808446624756,fold1,val
2012-05-24,10038.308034637452,fold1,val
2012-05-25,10006.058583953858,fold1,val
2012-05-29,10126.05789730835,fold1,val
2012-05-30,9980.557714202881,fold1,val
2012-05-31,9958.80821774292,fold1,val
2012-06-01,9710.55840084839,fold1,val
2012-06-04,9706.058583953858,fold1,val
2012-06-05,9778.808675506592,fold1,val
2012-06-06,9996.30821774292,fold1,val
2012-06-07,10002.308355072022,fold1,val
2012-06-08,10081.058583953858,fold1,val
2012-06-11,9954.30840084839,fold1,val
2012-06-12,10067.557988861085,fold1,val
2012-06-13,10003.808675506592,fold1,val
2012-06-14,10108.80821774292,fold1,val
2012-06-15,10159.058080413819,fold1,val
2012-06-18,10178.557668426514,fold1,val
2012-06-19,10276.05789730835,fold1,val
2012-06-20,10259.557805755616,fold1,val
2012-06-21,10031.558309295655,fold1,val
2012-06-22,10108.058629730225,fold1,val
2012-06-25,9947.558675506592,fold1,val
2012-06-26,9997.057805755616,fold1,val
2012-06-27,10086.307988861085,fold1,val
2012-06-28,10057.807622650147,fold1,val
2012-06-29,10306.058583953858,fold1,val
2012-07-02,10336.807714202881,fold1,val
2012-07-03,10404.30840084839,fold1,val
2012-07-05,10357.807622650147,fold1,val
2012-07-06,10260.30853817749,fold1,val
2012-07-09,10247.558675506592,fold1,val
2012-07-10,10159.058080413819,fold1,val
2012-07-11,10160.55840084839,fold1,val
2012-07-12,10111.807714202881,fold1,val
2012-07-13,10279.808126190186,fold1,val
2012-07-16,10255.80757687378,fold1,val
2012-07-17,10325.558171966553,fold1,val
2012-07-18,10401.307759979249,fold1,val
2012-07-19,10428.307805755616,fold1,val
2012-07-20,10333.80821774292,fold1,val
2012-07-23,10230.307851531983,fold1,val
2012-07-24,10143.30757687378,fold1,val
2012-07-25,10145.558629730225,fold1,val
2012-07-26,10311.307988861085,fold1,val
2012-07-27,10499.55757687378,fold1,val
2012-07-30,10499.55757687378,fold1,val
2012-07-31,10426.808629730225,fold1,val
2012-08-01,10417.807851531983,fold1,val
2012-08-02,10346.558080413819,fold1,val
2012-08-03,10549.808583953858,fold1,val
2012-08-06,10570.057759979249,fold1,val
2012-08-07,10622.558675506592,fold1,val
2012-08-08,10635.30853817749,fold1,val
2012-08-09,10644.308171966553,fold1,val
2012-08-10,10661.557851531983,fold1,val
2012-08-13,10656.308446624756,fold1,val
2012-08-14,10657.807622650147,fold1,val
2012-08-15,10669.80789730835,fold1,val
2012-08-16,10747.80853817749,fold1,val
2012-08-17,10762.05757687378,fold1,val
2012-08-20,10762.808309295655,fold1,val
2012-08-21,10730.557714202881,fold1,val
2012-08-22,10735.058675506592,fold1,val
2012-08-23,10648.05840084839,fold1,val
2012-08-24,10711.807714202881,fold1,val
2012-08-27,10714.057622650147,fold1,val
2012-08-28,10703.557668426514,fold1,val
2012-08-29,10711.807714202881,fold1,val
2012-08-30,10635.30853817749,fold1,val
2012-08-31,10685.55840084839,fold1,val
2012-09-04,10675.808034637452,fold1,val
2012-09-05,10666.80840084839,fold1,val
2012-09-06,10881.308446624756,fold1,val
2012-09-07,10923.308263519288,fold1,val
2012-09-10,10861.807714202881,fold1,val
2012-09-11,10891.80840084839,fold1,val
2012-09-12,10927.808080413819,fold1,val
2012-09-13,11092.807851531983,fold1,val
2012-09-14,11141.55853817749,fold1,val
2012-09-17,11104.05853817749,fold1,val
2012-09-18,11095.057759979249,fold1,val
2012-09-19,11101.05789730835,fold1,val
2012-09-20,11101.808629730225,fold1,val
2012-09-21,11038.807759979249,fold1,val
2012-09-24,11022.307668426514,fold1,val
2012-09-25,10906.058583953858,fold1,val
2012-09-26,10845.307622650147,fold1,val
2012-09-27,10946.558080413819,fold1,val
2012-09-28,10896.30821774292,fold1,val
2012-10-01,10924.808583953858,fold1,val
2012-10-02,10936.058126190186,fold1,val
2012-10-03,10980.307851531983,fold1,val
2012-10-04,11058.308492401124,fold1,val
2012-10-05,11059.058080413819,fold1,val
2012-10-08,11021.558080413819,fold1,val
2012-10-09,10913.55789730835,fold1,val
2012-10-10,10844.558034637452,fold1,val
2012-10-11,10850.558171966553,fold1,val
2012-10-12,10815.308080413819,fold1,val
2012-10-15,10904.558263519288,fold1,val
2012-10-16,11014.057622650147,fold1,val
2012-10-17,11063.55789730835,fold1,val
2012-10-18,11035.058675506592,fold1,val
2012-10-19,10852.808080413819,fold1,val
2012-10-22,10854.30840084839,fold1,val
2012-10-23,10705.057988861085,fold1,val
2012-10-24,10675.058446624756,fold1,val
2012-10-25,10705.80757687378,fold1,val
2012-10-26,10699.808583953858,fold1,val
2012-10-31,10699.808583953858,fold1,val
2012-11-01,10810.808263519288,fold1,val
2012-11-02,10715.557943084717,fold1,val
2012-11-05,10737.308583953858,fold1,val
2012-11-06,10820.558629730225,fold1,val
2012-11-07,10577.55821774292,fold1,val
2012-11-08,10451.557622650147,fold1,val
2012-11-09,10460.55840084839,fold1,val
2012-11-12,10468.808446624756,fold1,val
2012-11-13,10432.807622650147,fold1,val
2012-11-14,10293.30757687378,fold1,val
2012-11-15,10276.05789730835,fold1,val
2012-11-16,10326.307759979249,fold1,val
2012-11-19,10533.308492401124,fold1,val
2012-11-20,10537.808309295655,fold1,val
2012-11-21,10557.30789730835,fold1,val
2012-11-23,10699.808583953858,fold1,val
2012-11-26,10677.308355072022,fold1,val
2012-11-27,10623.308263519288,fold1,val
2012-11-28,10708.058629730225,fold1,val
2012-11-29,10757.557759979249,fold1,val
2012-11-30,10759.807668426514,fold1,val
2012-12-03,10707.30789730835,fold1,val
2012-12-04,10692.308126190186,fold1,val
2012-12-05,10711.058126190186,fold1,val
2012-12-06,10747.057805755616,fold1,val
2012-12-07,10779.30840084839,fold1,val
2012-12-10,10783.80821774292,fold1,val
2012-12-11,10856.558309295655,fold1,val
2012-12-12,10861.807714202881,fold1,val
2012-12-13,10795.808492401124,fold1,val
2012-12-14,10756.058583953858,fold1,val
2012-12-17,10881.308446624756,fold1,val
2012-12-18,11001.307759979249,fold1,val
2012-12-19,10920.307622650147,fold1,val
2012-12-20,10982.557759979249,fold1,val
2012-12-21,10807.807622650147,fold1,val
2012-12-24,10774.808583953858,fold1,val
2012-12-26,10729.808126190186,fold1,val
2012-12-27,10715.557943084717,fold1,val
2012-12-28,10600.808034637452,fold1,val
2012-12-31,10779.30840084839,fold1,val
2013-01-30,10000.0,fold1,test
2013-01-31,9982.837347351075,fold1,test
2013-02-01,10079.537811416627,fold1,test
2013-02-04,9967.337005752564,fold1,test
2013-02-05,10066.997650283814,fold1,test
2013-02-06,10074.257690567018,fold1,test
2013-02-07,10061.057891983033,fold1,test
2013-02-08,10116.497650283814,fold1,test
2013-02-11,10114.51773085022,fold1,test
2013-02-12,10131.01773085022,fold1,test
2013-02-13,10139.597046035768,fold1,test
2013-02-14,10148.837005752564,fold1,test
2013-02-15,10136.957489151002,fold1,test
2013-02-19,10212.197448867799,fold1,test
2013-02-20,10086.13720716858,fold1,test
2013-02-21,10025.41732801819,fold1,test
2013-02-22,10122.437408584596,fold1,test
2013-02-25,9931.697448867799,fold1,test
2013-02-26,9999.01773085022,fold1,test
2013-02-27,10123.757690567018,fold1,test
2013-02-28,10103.957489151002,fold1,test
2013-03-01,10136.957489151002,fold1,test
2013-03-04,10190.41732801819,fold1,test
2013-03-05,10280.837005752564,fold1,test
2013-03-06,10294.697448867799,fold1,test
2013-03-07,10313.177368301393,fold1,test
2013-03-08,10356.737610000611,fold1,test
2013-03-11,10395.677368301393,fold1,test
